1453749426619654145,Algorand,1,2021-10-28 15:44:07 UTC,44,"📢 New Speaker! @jaclarke__, Co-founder of @algofiorg will be joining us live at #Decipher in Miami. Don't miss your chance to tune in — register for Algorand's inaugural event today 👉  https://t.co/tBcaC2oULP  https://t.co/rJ2jJSogDF",['decipher'],en,[],algorand,218
1453510837503553539,Algorand,4,2021-10-27 23:56:03 UTC,44,5 minutes til takeoff. Tune in on NBCSN and Twitter 🚀,[],en,[],algorand,267
1453449241095983107,Algorand,8,2021-10-27 19:51:17 UTC,51,Proud to be part of the growing #blockchain community here in #Boston! Take a look at the results from this recent @BosBizJournal survey and find out why Boston has all the ingredients to become a global hub for blockchain innovation 👀  https://t.co/hJkI2GtnWC,"['blockchain', 'boston']",en,[],algorand,250
1453389785700122628,Algorand,2,2021-10-27 15:55:02 UTC,40,New to #blockchain development? This blog gives developers an overview of the #Algorand blockchain and provides tips &amp; guidance on how to get started building 👉  https://t.co/fAlXkELw5k,"['blockchain', 'algorand']",en,[],algorand,192
1453364916249788425,Algorand,1,2021-10-27 14:16:12 UTC,37,The first-ever Algorand 13th Pilot in the @DroneRaceLeague will be flying at @FedExForum tonight! Go @Mannyhimself 🙌,[],en,[],algorand,204
1453123449358934018,Algorand,10,2021-10-26 22:16:42 UTC,62,Get ready. @DroneRaceLeague takes off at @FedexForum for the first time tomorrow night 🚀,[],en,[],algorand,318
1453093020191002629,Algorand,7,2021-10-26 20:15:47 UTC,89,Congratulations to Crimson Digital Capital on the launch of their new #Algorand fund 👏,['algorand'],en,[],algorand,443
1453031290857394176,Algorand,1,2021-10-26 16:10:30 UTC,61,Let's INNOVATE the next wave of projects joining the #Algorand ecosystem! Join the global online hackathon 👇,['algorand'],en,[],algorand,271
1453003714298527752,Algorand,12,2021-10-26 14:20:55 UTC,64,"Thrilled to welcome @gah650 to Algorand’s distinguished team of advisors! Former president of @Rykodisc &amp; Co-founder of @TuneCore, he will continue to drive disruption in the music industry and bring new opportunities to artists through blockchain 👉  https://t.co/No19zTg9l2  https://t.co/02cT0GTeIT",[],en,[],algorand,304
1452709112001798144,Algorand,15,2021-10-25 18:50:16 UTC,62,"In New York next week? Don’t miss the #NFT 101 Party on November 2nd! Featuring 3 lightning talks, food &amp; networking — learn about NFTs and connect with others in the NFT space.  Spots are limited, RSVP now 👉  https://t.co/KrjUMSYT6J  https://t.co/A7fLD9EZDe",['nft'],en,[],algorand,295
1452647103193354249,Algorand,3,2021-10-25 14:43:52 UTC,52,"Have you grabbed your Virtual ticket yet for #Decipher? Tickets are flying fast for Algorand’s inaugural two-day experience in Miami. Save your spot to hear from speakers like @arul_1111i, Founding Managing Partner &amp; Chairman of @borderless_cap 👉  https://t.co/tBcaC2oULP  https://t.co/ff7Rj03KhB",['decipher'],en,[],algorand,249
1452218587888988168,Algorand,8,2021-10-24 10:21:06 UTC,69,Chess on blockchain: watch some of the best today play online!,[],en,[],algorand,364
1451922617129111552,Algorand,4,2021-10-23 14:45:01 UTC,48,Next up in the #AlgoBuilder tutorial series is how use the TEAL debugger within Algob for debugging smart contracts! Check it out 👉  https://t.co/8QA0uypjul,['algobuilder'],en,[],algorand,259
1451642020825554949,Algorand,5,2021-10-22 20:10:02 UTC,43,#SBHACK21 has started — but you can still register to participate! Check out the challenges and don’t miss your chance to claim a share of over $350k in prizes 🏆  Join now 👉  https://t.co/T4mMV8Az6n  https://t.co/CnBs2oZwVn,['sbhack21'],en,[],algorand,212
1451579308460412938,Algorand,8,2021-10-22 16:00:50 UTC,49,"Have you watched the latest Future on Algorand series spotlight? Featuring @XfiniteOfficial Swaneet Singh and @mzaalo COO @VikramTanna, discover how they are leveraging the #Algorand blockchain to disrupt media &amp; entertainment 👉  https://t.co/hzdJbY0oGm",['algorand'],en,[],algorand,284
1451539778189594624,Algorand,4,2021-10-22 13:23:46 UTC,38,"Meet @Mannyhimself, the 1st @Algorand 13th Pilot! As the @DroneRaceLeague’s alternate pilot, this EMT-Firefighter-Drone Racer embodies the speed, skill &amp; tech expertise shared by #Algorand blockchain &amp; #DRL. He’ll be on fly-by, should a DRL Pilot be unable to compete.  https://t.co/1wm4oCobWw","['algorand', 'drl']",en,[],algorand,251
1451291928151068673,Algorand,3,2021-10-21 20:58:54 UTC,56,"Join Sebastian Quinn, Founder of @YieldlyFinance, at #Decipher this November! In-person tickets are officially sold out but there’s still an opportunity to attend virtually. Register for the inaugural two-day experience today 👉  https://t.co/tBcaC2oULP  https://t.co/MuNBMbQFA4",['decipher'],en,[],algorand,280
1451244770395922432,Algorand,9,2021-10-21 17:51:30 UTC,60,Excited to welcome the #Hyperverse platform to the Algorand ecosystem!,['hyperverse'],en,[],algorand,352
1451204888529186828,Algorand,4,2021-10-21 15:13:02 UTC,43,".@PlanetWatchsas’s Planet token, an Algorand Standard Asset, is coming to @BitMartExchange 🙌 #greencrypto",['greencrypto'],en,[],algorand,235
1451130056433090565,Algorand,9,2021-10-21 10:15:40 UTC,37,"If you haven’t already, check out what Zone is doing with its blockchain-based approach to disrupting the gaming industry. #ZoneGameFi #InTheZone","['zonegamefi', 'inthezone']",en,[],algorand,225
1450916010073247750,Algorand,7,2021-10-20 20:05:08 UTC,57,Congrats to @mapaycorp on their continued momentum!,[],en,[],algorand,318
1450893338106859526,Algorand,5,2021-10-20 18:35:02 UTC,47,"Hey developers, don’t miss your chance to support the community content creators on #Algorand! Only 4 days left to vote for your favorite @gitcoin bounty content on the #developer portal.  Vote now 👉  https://t.co/9OUz95sDFm  https://t.co/Wvc4Amaoeg","['algorand', 'developer']",en,[],algorand,218
1450856391946670083,Algorand,1,2021-10-20 16:08:14 UTC,29,Live in Miami tickets for #Decipher have officially SOLD OUT — but you still have time to join the Virtual VIP experience!   Grab a limited Virtual VIP pass available now through October 27th 👉  https://t.co/COakD77aua  https://t.co/yIMvMiIriG,['decipher'],en,[],algorand,173
1450847350264586240,Algorand,3,2021-10-20 15:32:18 UTC,22,Great to see Brett Redfearn (@Observatory13) join the @Securitize leadership team 🙌,[],en,[],algorand,158
1450825022738767872,Algorand,5,2021-10-20 14:03:35 UTC,16,The last Live in Miami tickets for #Decipher have dropped! Grab one quick before they sell out 👉  https://t.co/iVchRcbQ0L  https://t.co/ikvK3Hhnsu,['decipher'],en,[],algorand,126
1450809089248874500,Algorand,6,2021-10-20 13:00:16 UTC,29,"The final Live in Miami ticket drop for #Decipher starts in 1 hour! Don’t miss your chance to attend Algorand’s inaugural event in-person.   Spots are limited, be sure to act fast 👉  https://t.co/lVhrN6bjIj  https://t.co/YxwFV6DYVm",['decipher'],en,[],algorand,197
1450794571034775554,Algorand,4,2021-10-20 12:02:34 UTC,46,"Congratulations to @ibfnet on the launch of Benevolence, a #philanthropy platform built on Algorand 👏",['philanthropy'],en,[],algorand,260
1450513602281099271,Algorand,4,2021-10-19 17:26:06 UTC,23,"Starting in 5 minutes! Join Crypto Talks: From Web 2 to Web 3 featuring a live discussion with @NukeGold (@CelsiusNetwork), @levin_idan (@ColliderVC), @realjameswo (@DFG_OfficiaI) and Algorand’s own @barryf57 👉  https://t.co/bjJo9eLCCl",[],en,[],algorand,173
1450495533525651463,Algorand,14,2021-10-19 16:14:18 UTC,116,"Sequoia Games has released @flex_meta, an @NBA-licensed AR board game powered by #Algorand! Fusing pro sports with innovative tech, Flex NBA enables fans to engage with their favorite players &amp; record their experiences as immutable moments 👉  https://t.co/mvEAhgefsb 🏀  https://t.co/hZqpp3NCIl",['algorand'],en,[],algorand,431
1450476948304629765,Algorand,5,2021-10-19 15:00:27 UTC,39,Only 1 hour away! Algorand’s Developer Relations will lead office hours with a session focusing on #SBHACK21 and Algorand #INNOVATE challenges including what’s new in the SDKs for #AVM.  Tune in here 👉  https://t.co/NbkZdAZDRi?  https://t.co/miKfmvOZhS,"['sbhack21', 'innovate', 'avm']",en,[],algorand,203
1450446873802809356,Algorand,2,2021-10-19 13:00:57 UTC,31,Last chance to join the Algorand community live in Miami at #Decipher! The FINAL drop of in-person tickets will be released at 10am ET tomorrow.  Mark your calendar and be sure to act fast 👉  https://t.co/tBcaC2oULP  https://t.co/W3v69e6Jgi,['decipher'],en,[],algorand,172
1450200153114259466,Algorand,19,2021-10-18 20:40:34 UTC,65,"Looking forward to the first ever NFT BZL on Nov 30th! Featuring leading figures in the #NFT space, this day long conference will include panel discussions, live art and a digital gallery during Miami Art Week.  Grab your ticket here 👉  https://t.co/R8zC7TiqRi  https://t.co/3oRoat13Ae",['nft'],en,[],algorand,281
1450147671579242498,Algorand,38,2021-10-18 17:12:02 UTC,202,"Excited to see @RealSophiaRobot join @borderless_cap and welcome her to the creator economy on #Algorand! Using breakthrough robotics and AI, Sophia will generate new works of digital art, minted as #NFTs on the Algorand blockchain 👉  https://t.co/hmUmSXTdfK @hansonrobotics  https://t.co/HB1yRnfWJD","['algorand', 'nfts']",en,[],algorand,729
1450137696966414336,Algorand,6,2021-10-18 16:32:23 UTC,61,.@vestaequityvpm is leveraging the #Algorand blockchain to transform the home equity finance model! Find out how you can get involved 👇🏠,['algorand'],en,[],algorand,303
1449859307512778752,Algorand,12,2021-10-17 22:06:10 UTC,44,"Don’t miss @BenedettoBio, CEO of @FolksFinance, speak live at #Decipher this November! Grab your ticket here 👉  https://t.co/tBcaC2oULP  Want to learn more about Folks Finance's #DeFi lending protocol built on Algorand? See their latest blog 👉  https://t.co/fcFeJxQYE0  https://t.co/zCFfZt6lQS","['decipher', 'defi']",en,[],algorand,232
1449383385034600461,Algorand,15,2021-10-16 14:35:01 UTC,112,"“With scalable, environmentally sustainable &amp; low-cost blockchain infrastructure, we are thrilled to see the acceleration of decentralized #gaming applications in the #Algorand ecosystem.” - @DavidBMarkley   More on our recent news with @XTZ_ESPORTS 👇  https://t.co/Fm5PQ44Bp0","['gaming', 'algorand']",en,[],algorand,394
1449007531230117890,Algorand,5,2021-10-15 13:41:31 UTC,28,Only one week left to apply! Join the first #Algorand blockchain accelerator in Miami and #LatAm 👇,"['algorand', 'latam']",en,[],algorand,224
1448766975417724932,Algorand,6,2021-10-14 21:45:38 UTC,50,The Future on Algorand series continues as we welcome @XfiniteOfficial as our next guest!  @KeliCallaghan sat down with Xfinite CEO Swaneet Singh and @mzaalo COO @VikramTanna to discuss how blockchain will impact media &amp; entertainment.  📺 Full video:  https://t.co/hzdJbY0oGm  https://t.co/85ES8PRDtU,[],en,[],algorand,244
1448689600474583046,Algorand,5,2021-10-14 16:38:10 UTC,53,"Are you ready for #SBHACK21? Join #Algorand at the largest Swiss blockchain hackathon in Zurich, Geneva, Lugano and online! Challenges will be announced tomorrow 👀  Register to participate today 👉  https://t.co/T4mMV8Az6n @Trust_Square  https://t.co/MVWxpatFaL","['sbhack21', 'algorand']",en,[],algorand,254
1448635969574481920,Algorand,5,2021-10-14 13:05:04 UTC,37,"Don't miss hearing from Andrew Durgee, Managing Director of @joinrepublic at #Decipher this fall! You can join virtually or attend live in Miami, but spots are limited — learn more here 👉  https://t.co/lgUNKpIa60  https://t.co/qDQOjZMYUi",['decipher'],en,[],algorand,185
1448435986250276867,Algorand,7,2021-10-13 23:50:24 UTC,45,T-10 minutes until @DroneRaceLeague takes flight in Minnesota 🚀,[],en,[],algorand,244
1448352481390518274,Algorand,246,2021-10-13 18:18:35 UTC,1320,".@XTZ_ESPORTS announced they will launch the first #gamefi ecosystem on #Algorand! Merging gaming and #DeFi, Zone will create new gamefi products and on-chain gaming challenges for millions of gamers across their user base 👉  https://t.co/EfPQ7AKxTk  https://t.co/7di5NHIrOl","['gamefi', 'algorand', 'defi']",en,[],algorand,1396
1448315863300550659,Algorand,7,2021-10-13 15:53:04 UTC,29,SOLD OUT in under 2 hours! Stay tuned for the final drop of in-person #Decipher tickets on October 20th 🎟️  Can’t travel to Miami? Grab a limited-time Virtual VIP pass 👉  https://t.co/WDgYxjpcNX  https://t.co/IiNzCqnZmD,['decipher'],en,[],algorand,195
1448308431954366470,Algorand,2,2021-10-13 15:23:33 UTC,18,💻 Tune in today at 12pm ET!,[],en,[],algorand,124
1448287764655611905,Algorand,3,2021-10-13 14:01:25 UTC,41,"The next drop of Live in Miami tickets are now available! Save your spot today to join the Algorand community at #Decipher, November 29-30 👉  https://t.co/VZM8W7nkob  https://t.co/ea7luZMMy3",['decipher'],en,[],algorand,176
1448053320510328833,Algorand,7,2021-10-12 22:29:49 UTC,43,"More in-person #Decipher tickets drop at 10am ET tomorrow 👀  See you soon, Miami  https://t.co/tBcaC2oULP  https://t.co/Mw7PWNXKnz",['decipher'],en,[],algorand,258
1447970141845733379,Algorand,15,2021-10-12 16:59:18 UTC,114,".@AltyChatBot, the one-click social messaging wallet, has migrated from Ethereum to the #Algorand blockchain! Starting now, users can send &amp; receive Algorand assets, enabling in-chat transactions and micro-payments to be instant &amp; nearly feeless 👉  https://t.co/r5nU0CW2AP  https://t.co/y64InI6Q8J",['algorand'],en,[],algorand,402
1447920961232293904,Algorand,8,2021-10-12 13:43:52 UTC,64,📲 Mobile transaction signing with @YieldlyFinance and the official Algorand Wallet is here 🙌,[],en,[],algorand,363
1447589747355004932,Algorand,5,2021-10-11 15:47:45 UTC,68,.@WebblenInc is leveraging the Algorand blockchain to create a #decentralized local loyalty program 👏,['decentralized'],en,[],algorand,278
1447558352305786889,Algorand,16,2021-10-11 13:43:00 UTC,57,Want to attend #Decipher? We have 3 ticket types to choose from!  🌴 LIVE in Miami - next ticket drop is Oct 13th 💻 Virtual GA - streaming access to all general sessions 🎁 Virtual VIP - general &amp; exclusive sessions + a gift box  Grab your ticket here 👉  https://t.co/lgUNKpIa60  https://t.co/PfjSCkDH5n,['decipher'],en,[],algorand,203
1447295207112851463,Algorand,10,2021-10-10 20:17:21 UTC,73,"Missed our last #developer office hour? Watch the replay featuring @tinymanorg, a decentralized AMM trading protocol now live on the #Algorand blockchain.  📺  https://t.co/Cilvfqvm8X #DeFi","['developer', 'algorand', 'defi']",en,[],algorand,311
1446507659352580097,Algorand,3,2021-10-08 16:07:55 UTC,19,9/ The first ticket drops for #Decipher have completely sold out! Don’t miss your chance to join Algorand’s inaugural two-day experience in #Miami — grab a virtual ticket or stay tuned for the next in-person ticket drop on October 13th 👉  https://t.co/lgUNKpIa60  https://t.co/ITOcOKAjEs,"['decipher', 'miami']",en,[],algorand,131
1446507653727989769,Algorand,1,2021-10-08 16:07:54 UTC,26,"8/ @ArtSquareIO released their first #NFT on Algorand, making fine art investing accessible via fractionalized shares. Check out @andreabonac_art's astronaut-inspired portrait now available on  https://t.co/veyJ12j6mu 👇  https://t.co/aehgISnUMr",['nft'],en,[],algorand,134
1446507651685363715,Algorand,1,2021-10-08 16:07:53 UTC,11,"7/ @AlgoFoundation launched the Algorand Centres of Excellence Programme (ACE), a university engagement initiative that strives to make a long-lasting, positive impact in the #blockchain and #crypto space 👉  https://t.co/8hSIY1idge  https://t.co/ORJ5IAqBWj","['blockchain', 'crypto']",en,[],algorand,98
1446507647222665217,Algorand,1,2021-10-08 16:07:52 UTC,9,6/ @DroneRaceLeague brought together the 12 best drone racing pilots in the world for their first-ever professional drone race in the Twin Cities. Watch the highlights 👉  https://t.co/4hCraHTz0n #DRL  https://t.co/nNQ8GjqmVS,['drl'],en,[],algorand,92
1446507641384099842,Algorand,2,2021-10-08 16:07:51 UTC,9,"5/ @IOlivicola, the largest organization of olive oil producers in Italy, announced they are working with @EuranetTweet to bring transparency &amp; efficiency to the olive oil #supplychain using the Algorand blockchain 👉  https://t.co/xhT5m6UNPi  https://t.co/Oowxr0awJ6",['supplychain'],en,[],algorand,95
1446507637298929671,Algorand,2,2021-10-08 16:07:50 UTC,5,"4/ @Abris_io announced the launch of its eco-friendly #NFT marketplace and white label NFT solution on Algorand  —  enabling artists, celebrities, galleries and more to mint &amp; auction their own #NFTs as drops 👉  https://t.co/707LzUkbsY  https://t.co/Q0E9oJBF2p","['nft', 'nfts']",en,[],algorand,80
1446507632987189253,Algorand,1,2021-10-08 16:07:49 UTC,4,"3/ @opulousapp announced they are teaming up with @joinrepublic to bring music royalty investing to the masses, all tokenized on Algorand 👇  https://t.co/mUnrxj6XWY",[],en,[],algorand,84
1446507631003279360,Algorand,2,2021-10-08 16:07:48 UTC,9,"2/ @tinymanorg, a decentralized, permissionless #AMM exchange protocol is now LIVE as the first #DEX on Algorand 👉  https://t.co/1OuhsSZXtw  https://t.co/hSIDdM3uWR","['amm', 'dex']",en,[],algorand,100
1446507626624389130,Algorand,13,2021-10-08 16:07:47 UTC,131,1/ One week into October and the leaves are starting to turn toward #AlgorandAutumn 🍂 🔥  https://t.co/twzD63bpFK,['algorandautumn'],en,[],algorand,636
1446137623697936385,Algorand,15,2021-10-07 15:37:32 UTC,61,"20 investors are behind the amazing team at @tinymanorg, which is set to launch on Thursday.  👏",[],en,[],algorand,361
1446136996523659268,Algorand,3,2021-10-07 15:35:02 UTC,46,New Blog! Read on to learn more about what makes #Algorand such a developer-friendly blockchain ecosystem 👉  https://t.co/o17xXnkugr  https://t.co/mdqvbczMYz,['algorand'],en,[],algorand,242
1446099255526035461,Algorand,2,2021-10-07 13:05:04 UTC,38,"Don’t miss hearing from Massimo Morini (@TheAlgonomist), Chief Economist of @AlgoFoundation at #Decipher this fall! The next drop of in-person tickets will be released on October 13th 👀  Grab a virtual ticket &amp; learn more here 👉  https://t.co/TMejujgO9J  https://t.co/deXTBycWl3",['decipher'],en,[],algorand,199
1445897836332126210,Algorand,12,2021-10-06 23:44:42 UTC,57,Ready for takeoff in the Twin Cities! Watch @DroneRaceLeague tonight at 8pm EST on NBCSN and Twitter 🚀,[],en,[],algorand,271
1445886258358587393,Algorand,0,2021-10-06 22:58:41 UTC,1,@fpv_sky @DroneRaceLeague @Allianz Agreed!,[],en,[],algorand,8
1445840732426801152,Algorand,19,2021-10-06 19:57:47 UTC,191,"Excited to see @opulousapp &amp; @joinrepublic leveraging #Algorand to disrupt the music industry model! This offering will enable fans to invest directly in their favorite artists &amp; earn royalties, first wave of releases include @lilpump &amp; @KSHMRmusic 👉  https://t.co/kEuI3U43bD 🎵  https://t.co/6z8yAbtBSN",['algorand'],en,[],algorand,613
1445811181709529088,Algorand,40,2021-10-06 18:00:22 UTC,96,Great to see an #NFT collection that also gives back to the environment 🙌 🦎🌳  @al_goanna’s current goal is to plant 5k trees! Check out their latest drop minted on #Algorand 👇,"['nft', 'algorand']",en,[],algorand,405
1445744286696239108,Algorand,6,2021-10-06 13:34:33 UTC,81,"Today, @Abris_io announced the launch of its curated #NFT marketplace and white label NFT solution! This simple, user-friendly and green platform will enable anyone to mint, sell, resell &amp; auction their digital art leveraging the #Algorand blockchain 👉  https://t.co/LXdFRE6XHV  https://t.co/xrIZMRVAJ5","['nft', 'algorand']",en,[],algorand,341
1445422212832501760,Algorand,1,2021-10-05 16:14:44 UTC,34,Happening LIVE! Learn about @tinymanorg's  #decentralized AMM trading protocol built on the Algorand blockchain 👉  https://t.co/pdsP95O8mC  https://t.co/A68nfDHx5V,['decentralized'],en,[],algorand,207
1445416074875449346,Algorand,1,2021-10-05 15:50:21 UTC,28,T-10 minutes until @tinymanorg takes over Algorand's developer office hour! Tune in here 👉  https://t.co/QSE0XTjgaY,[],en,[],algorand,153
1445398582325035025,Algorand,1,2021-10-05 14:40:50 UTC,30,Don't miss this on Friday! Tune in to @defialliance's demo day to watch presentations by the 5th cohort of their #DeFi Accelerator 👇,['defi'],en,[],algorand,167
1445373870861651975,Algorand,13,2021-10-05 13:02:39 UTC,128,".@IOlivicola, Italy’s largest consortium of olive oil producers, will implement an #Algorand-powered supply chain solution to improve transparency &amp; efficiency! Together with @EuranetTweet, this innovation will empower the olive oil traceability system 👉  https://t.co/whkVKH5wPC  https://t.co/OSkSEulqyZ",['algorand'],en,[],algorand,558
1445059760605257728,Algorand,2,2021-10-04 16:14:29 UTC,41,"There are still virtual #Decipher tickets for sale! Don’t miss the chance to hear from leaders like @NicholasDRL, CEO and Founder of the @DroneRaceLeague. Register today 👉 https://t.co/s2mRyyTJYe  https://t.co/6NahljNelS",['decipher'],en,[],algorand,187
1445014896798797825,Algorand,6,2021-10-04 13:16:13 UTC,70,"Tomorrow afternoon, @tinymanorg will be a guest speaker at Algorand’s #developer office hour! This session will cover Tinyman’s #decentralized AMM trading protocol built on the Algorand blockchain.  Save your spot now 👉  https://t.co/b45SG4ELBH  https://t.co/nz9l10mVe1","['developer', 'decentralized']",en,[],algorand,353
1444667319138009090,Algorand,12,2021-10-03 14:15:04 UTC,47,Want to connect with other Algorand developers? Join Algorand’s Developer Discord channel today 👉  https://t.co/phljtlFX9E  https://t.co/eGEJSRGDux,[],en,[],algorand,315
1444380419173015560,Algorand,13,2021-10-02 19:15:01 UTC,53,ICYMI: @ArtSquareIO leverages Algorand to make fine art investing accessible via fractionalized shares. Read about it here!  https://t.co/5nacfzqzSN,[],en,[],algorand,282
1444312479232708609,Algorand,11,2021-10-02 14:45:03 UTC,60,"Don’t miss Algorand’s next #developer office hour on Tuesday, October 5th! This session will cover @tinymanorg’s #decentralized AMM trading protocol built on the Algorand blockchain.  Sign up here 👉  https://t.co/b45SG4Wmtf  https://t.co/C3z0UccQ7G","['developer', 'decentralized']",en,[],algorand,325
1444025599425662978,Algorand,1,2021-10-01 19:45:06 UTC,28,"Watch the replays of Algorand’s developer office hours on YouTube!  Sessions featuring @pipeline_ui, @YieldlyFinance, @WalletConnect &amp; more are available to watch here 👉  https://t.co/OPXQ6Ou3mA #BuildOnAlgorand",['buildonalgorand'],en,[],algorand,173
1443999303492636672,Algorand,2,2021-10-01 18:00:36 UTC,23,"Second drop of in-person #Decipher tickets are now sold out! The next release is scheduled for 10/13 -- In the meantime, learn more or grab a virtual ticket to hear from speakers like @Melt_Dem CSO of @CoinSharesCo  https://t.co/7Z83od5zwb  https://t.co/tNi0edZfBb",['decipher'],en,[],algorand,161
1443955312063508482,Algorand,5,2021-10-01 15:05:48 UTC,47,Congratulations @ArtSquareIO on the launch of your new listing! Learn about the story behind @andreabonac_art's portrait of astronaut Michael Collins and how ArtSquare makes art investing accessible to all 🖼️👉,[],en,[],algorand,256
1443924951636058152,Algorand,17,2021-10-01 13:05:09 UTC,97,"Want to see a real-time perspective on Algorand’s high #performance and growing usage? Take a look at the Algorand MainNet Metrics Dashboard on the developer portal!  This dashboard measures Algorand's current scale, speed, decentralization &amp; more 👉  https://t.co/wphbsQrf9X  https://t.co/XsD1Ga54fP",['performance'],en,[],algorand,417
1443678302972129281,Algorand,9,2021-09-30 20:45:04 UTC,55,"Interested in learning more about @tinymanorg? Join our next #developer office hour on Tuesday, October 5th for a session covering their #decentralized AMM trading protocol built on the Algorand blockchain.  Sign up here 👉  https://t.co/b45SG4ELBH  https://t.co/qbRxGK8nEm","['developer', 'decentralized']",en,[],algorand,230
1443672014485655555,Algorand,1,2021-09-30 20:20:05 UTC,38,"The Algorand community's #Decipher conference will take place in Miami this fall, just as the city's Art Week kicks off--a great time to discuss #NFTs and the future of digital art with leaders like @pablorfraile. IRL tickets are almost sold out!  👉 https://t.co/gfAYVodmQd  https://t.co/AoAnhOBMu9","['decipher', 'nfts']",en,[],algorand,223
1443629265585676290,Algorand,0,2021-09-30 17:30:12 UTC,21,Happening now at #BostonFintechWeek! Tune into the panel discussion on #sustainability featuring Thorsten Peisl from KALYP Technologies and Algorand’s own @wsford.  https://t.co/rTmVu6c13A @FinTechSandbox,"['bostonfintechweek', 'sustainability']",en,[],algorand,143
1443580164315643916,Algorand,9,2021-09-30 14:15:06 UTC,87,"New Blog! Learn about the new decentralized exchange, @tinymanorg, built on Algorand to provide liquidity for Algorand-powered digital assets.  https://t.co/PuWWS5vpQK  https://t.co/wxgTGlBdQK",[],en,[],algorand,379
1443562550654869511,Algorand,4,2021-09-30 13:05:06 UTC,61,ICYMI: @sendwyre announced the upcoming availability of simple payment solution integrations across the #Algorand ecosystem! Developers building on Algorand will be able to quickly &amp; easily deploy Wyre’s robust &amp; simple to integrate APIs 👇  https://t.co/0gYKw1dxp5,['algorand'],en,[],algorand,329
1443562540844322819,Algorand,1,2021-09-30 13:05:04 UTC,45,Now LIVE! Algorand Founder @silviomicali and CEO @stevekokinos kick off the 3rd day of #BostonFintechWeek with a fireside chat.  https://t.co/z0dPa1ku9N @FinTechSandbox  https://t.co/nBnMwyeTXu,['bostonfintechweek'],en,[],algorand,250
1443331008485543940,Algorand,5,2021-09-29 21:45:02 UTC,34,"Don’t forget to register for #Decipher — the second drop of tickets are almost sold out! Act fast to secure a spot and hear from innovative leaders like @FrancisSuarez, Mayor of Miami. Grab your ticket here:  https://t.co/BkJIgRw5Tn  https://t.co/FOae6AhpVc",['decipher'],en,[],algorand,200
1443320939278647309,Algorand,3,2021-09-29 21:05:02 UTC,33,"Get started developing WebApps using @JavaScript! This solution walks through how to build a WebApp using a CSS library, JavaScript Algorand SDK and integrate #AlgoSigner for basic payment transactions and more 👉  https://t.co/kib6QoshPO",['algosigner'],en,[],algorand,157
1443318168689205254,Algorand,0,2021-09-29 20:54:01 UTC,0,"@chrisswenor Very exciting, Chris!",[],en,[],algorand,24
1443315276745949186,Algorand,6,2021-09-29 20:42:32 UTC,47,Ready to fly? We are!  Set a reminder to tune into NBCSN to kick off the @DroneRaceLeague Championship Season!   3 hours and counting… 🚀,[],en,[],algorand,277
1443274626667270148,Algorand,0,2021-09-29 18:01:00 UTC,35,"Reminder 👉 Algorand will be at #BostonFintechWeek tomorrow (9/30)! Don’t miss discussions featuring  ecosystem leaders like @Securitize, @mapaycorp and more. Register today:  https://t.co/Z4nmSUCMbf  https://t.co/RMdroPJhEa",['bostonfintechweek'],en,[],algorand,216
1443242986989629443,Algorand,5,2021-09-29 15:55:16 UTC,49,.@VenueMarkets is being built with robust features and easy deployment models that #avm and #algorand empower. Follow them for updates on their imminent launch of a decentralized predictions market!  👉,"['avm', 'algorand']",en,[],algorand,264
1443237135478398983,Algorand,15,2021-09-29 15:32:01 UTC,212,Major Protocol Update! Algorand Virtual Machine upgrade catalyzes wave of #DeFi applications building on #algorand  #avm  #GreenBlockchain     https://t.co/Q4YV1VX2Pa  https://t.co/XBlSUcYshO,"['defi', 'algorand', 'avm', 'greenblockchain']",en,[],algorand,806
1443215613925625859,Algorand,3,2021-09-29 14:06:30 UTC,27,"More in person tickets for #Decipher have just been released! Don't miss the chance to hear from leaders like @Melt_Dem, @arrington, @DG__tw and more, live in Miami:  https://t.co/WDgYxjGNFv  https://t.co/9S6dtC63eR",['decipher'],en,[],algorand,190
1443200167423922180,Algorand,2,2021-09-29 13:05:07 UTC,32,"Join Algorand at #SBHACK21 October 29-31st! In partnership with @Trust_Square, we are looking forward to participating in the largest Swiss blockchain hackathon in Zurich, Geneva and Lugano.   Register to participate today 👉  https://t.co/acrNw1IBVr",['sbhack21'],en,[],algorand,173
1442960968707764229,Algorand,7,2021-09-28 21:14:38 UTC,77,Interested in #blockchain development? Building a simple decentralized application (#dApp) on Algorand is one of the best ways to get started 👉  https://t.co/gZMQVfOVso  https://t.co/lisB9kTCft,"['blockchain', 'dapp']",en,[],algorand,413
1442958553522733064,Algorand,13,2021-09-28 21:05:02 UTC,85,ICYMI: Algorand announced a long-term partnership with @DroneRaceLeague to lead next-generation fan experiences on the #blockchain! Read more on how we plan to disrupt sports &amp; gaming via @Blockworks_ 👇  https://t.co/A9UKhpC2Vw,['blockchain'],en,[],algorand,405
1442889883169660929,Algorand,2,2021-09-28 16:32:10 UTC,34,"The next drop of in-person tickets for #Decipher will be released tomorrow (9/29) at 10am EST! You'll need to act fast if you want to hear from speakers like @Scaramucci, founder of @skybridge, IRL. Click the link for more info:  https://t.co/HQNxwheoiK  https://t.co/xIHJ1tMOUO",['decipher'],en,[],algorand,168
